,geometry,GemeindeLabel,AnzahlLadestation
2574,"MULTIPOLYGON (((8.01711665793891 47.38310065622656, 8.019475494229603 47.38156795897959, 8.016663035575316 47.37977649466495, 8.021199259211265 47.37157556913569, 8.022333315120251 47.37171490524905, 8.019702305411402 47.36862960559606, 8.0251911360109 47.36773387343873, 8.027413885592514 47.3711177504775, 8.031360400155791 47.38367790583906, 8.027413885592514 47.39321247702477, 8.02419316681099 47.39215750359504, 8.019974478829559 47.38391676774768, 8.01711665793891 47.38310065622656)))",Eppenberg-Wöschnau,0.0
2575,"MULTIPOLYGON (((7.814166012466547 47.27993221686216, 7.818384700447981 47.27744407198072, 7.820743536738673 47.27419953105531, 7.819700205302405 47.27362228144281, 7.827683958901676 47.26816826786268, 7.82813758126527 47.26643651902519, 7.833172789501174 47.2678696904769, 7.841836976645837 47.27447820328203, 7.844785522009204 47.28202225856258, 7.84954855682695 47.28837200430004, 7.840566834027771 47.29446298296983, 7.822467301720335 47.28616253164532, 7.814166012466547 47.27993221686216)))",Fulenbach,0.0
2576,"MULTIPOLYGON (((8.001103788504009 47.33475102489025, 8.00736377712162 47.33930930631306, 8.003870884921939 47.34532066434664, 8.011809276284851 47.3498192302923, 8.012852607721118 47.35433770139701, 8.010493771430426 47.35694527723277, 8.019157958575088 47.36361350551505, 8.015483617429968 47.36411113449135, 8.010357684721345 47.36060782649826, 8.006501894630789 47.36588269364693, 8.003099726903827 47.36649975357754, 7.998155243140642 47.36341445392453, 7.998699589976956 47.36550449562495, 7.994299453050086 47.36592250396504, 7.993210759377458 47.36325521265212, 7.986950770759849 47.36271777335773, 7.982233098178462 47.36446942735427, 7.98332179185109 47.36285710947109, 7.971255436979465 47.36743529605296, 7.975564849433617 47.36407132417324, 7.967943993725222 47.36566373689737, 7.971391523688544 47.36016991299913, 7.975973109560852 47.36005048204482, 7.977197889942558 47.36220023922239, 7.979783537415049 47.3598116201362, 7.985453816959986 47.35827892288923, 7.990035402832294 47.35362111567115, 7.989128158105104 47.35067515213152, 7.990942647559484 47.34824672272723, 7.991849892286673 47.34098133967339, 7.98949105599598 47.33897091860918, 7.984864107887311 47.3385529102691, 7.987948739959758 47.33723916977169, 7.991849892286673 47.33260126771268, 8.001103788504009 47.33475102489025)))",Gretzenbach,2.0
2578,"MULTIPOLYGON (((7.819473394120608 47.32207143857438, 7.825098311429185 47.3128951602516, 7.830451055319605 47.30996910187102, 7.833444962919331 47.30614731133311, 7.840566834027771 47.29446298296983, 7.845329868845518 47.29386582819828, 7.844740159772845 47.30626674228742, 7.851000148390455 47.31233781579816, 7.84954855682695 47.31466671940719, 7.8469175471181 47.31373117693177, 7.840975094155007 47.31743353651536, 7.842018425591275 47.31818993255932, 7.836030610391822 47.3222306798468, 7.832129458064906 47.32762497794977, 7.817840353611667 47.3241614802748, 7.819473394120608 47.32207143857438)))",Gunzgen,12.0
2579,"MULTIPOLYGON (((7.793526194922979 47.33958797853978, 7.798606765395242 47.34072257260572, 7.804776029540132 47.3397870301303, 7.814982532721018 47.33122781173812, 7.81480108377558 47.32879938233382, 7.817840353611667 47.3241614802748, 7.832129458064906 47.32762497794977, 7.839704951536941 47.32836146883469, 7.842154512300354 47.32672924579246, 7.857350861480783 47.33206382841828, 7.851862030881285 47.33922968567686, 7.851862030881285 47.33924959083591, 7.846146389099989 47.34231498532985, 7.847597980663492 47.34309128653286, 7.846554649227224 47.34591781911819, 7.840929731918648 47.34689317191172, 7.840067849427816 47.348545300113, 7.846373200281787 47.3549149510095, 7.845556680027316 47.35917465504654, 7.842834945845746 47.35907512925129, 7.843243205972981 47.36122488642886, 7.839931762718739 47.36118507611076, 7.834579018828318 47.36409122933229, 7.833626411864769 47.36747510637106, 7.830541779792323 47.36512629760297, 7.822104403829458 47.36321540233402, 7.806272983339996 47.3623196701767, 7.802190382067642 47.36110545547455, 7.797654158431693 47.35579077800778, 7.795023148722843 47.3497794199742, 7.793526194922979 47.33958797853978)))",Hägendorf,11.0
2580,"MULTIPOLYGON (((7.851000148390455 47.31233781579816, 7.855717820971842 47.31383070272702, 7.860526218025948 47.31319373763738, 7.861115927098621 47.31080511855118, 7.880394877551405 47.31333307375073, 7.880349515315045 47.31834917383173, 7.877763867842554 47.31765249326493, 7.871957501588539 47.32362404098041, 7.861841722880373 47.33252164707647, 7.860254044607791 47.33337756891569, 7.857350861480783 47.33206382841828, 7.842154512300354 47.32672924579246, 7.839704951536941 47.32836146883469, 7.832129458064906 47.32762497794977, 7.836030610391822 47.3222306798468, 7.842018425591275 47.31818993255932, 7.840975094155007 47.31743353651536, 7.8469175471181 47.31373117693177, 7.84954855682695 47.31466671940719, 7.851000148390455 47.31233781579816)))",Kappel (SO),0.0
2581,"MULTIPOLYGON (((7.928161312437949 47.35686565659656, 7.929068557165138 47.35760214748147, 7.923897262220156 47.36106564515645, 7.921039441329508 47.36727605478055, 7.918680605038815 47.36888837266373, 7.908882361985165 47.36100592967929, 7.90665961240355 47.35634812246122, 7.900490348258659 47.35648745857458, 7.898857307749717 47.35949313759137, 7.888378631150675 47.36204099794998, 7.883751683042007 47.36192156699567, 7.876901985351724 47.35877655186552, 7.875268944842782 47.35505428712287, 7.88701776405989 47.34333014844148, 7.878761837042463 47.33990646108461, 7.885702259205464 47.3322628800088, 7.888605442332472 47.32704772833728, 7.88792500878708 47.32324584295843, 7.889285875877865 47.32282783461834, 7.887426024187126 47.32002120719207, 7.880349515315045 47.31834917383173, 7.880394877551405 47.31333307375073, 7.88075777544228 47.31152170427704, 7.888696166805191 47.31126293720937, 7.891780798877637 47.31574159799598, 7.898086149731606 47.31982215560156, 7.896135573568148 47.32360413582136, 7.89690673158626 47.32778421922219, 7.907929755021615 47.33948845274453, 7.907839030548897 47.3417178305583, 7.915822784148167 47.33662210984109, 7.924169435638313 47.33895101345014, 7.921583788165822 47.34267327819278, 7.923715813274718 47.35286471962719, 7.928161312437949 47.35686565659656)))",Olten,25.0
2582,"MULTIPOLYGON (((7.848777398808839 47.35953294790948, 7.845556680027316 47.35917465504654, 7.846373200281787 47.3549149510095, 7.840067849427816 47.348545300113, 7.840929731918648 47.34689317191172, 7.846554649227224 47.34591781911819, 7.847597980663492 47.34309128653286, 7.846146389099989 47.34231498532985, 7.851862030881285 47.33924959083591, 7.851862030881285 47.33922968567686, 7.857350861480783 47.33206382841828, 7.860254044607791 47.33337756891569, 7.861841722880373 47.33252164707647, 7.871957501588539 47.32362404098041, 7.873318368679324 47.325395600136, 7.871549241461304 47.32989416608166, 7.861070564862262 47.3410609603096, 7.848777398808839 47.35953294790948)))",Rickenbach (SO),0.0
2583,"MULTIPOLYGON (((8.01711665793891 47.38310065622656, 8.007545226067057 47.38624567135671, 8.002691466776593 47.38323999233992, 8.000831615085854 47.37943810696107, 7.999924370358663 47.37507887712877, 7.994299453050086 47.36592250396504, 7.998699589976956 47.36550449562495, 7.998155243140642 47.36341445392453, 8.003099726903827 47.36649975357754, 8.006501894630789 47.36588269364693, 8.010357684721345 47.36060782649826, 8.015483617429968 47.36411113449135, 8.019157958575088 47.36361350551505, 8.022968386429284 47.36488743569436, 8.0251911360109 47.36773387343873, 8.019702305411402 47.36862960559606, 8.022333315120251 47.37171490524905, 8.021199259211265 47.37157556913569, 8.016663035575316 47.37977649466495, 8.019475494229603 47.38156795897959, 8.01711665793891 47.38310065622656)))",Schönenwerd,6.0
2584,"MULTIPOLYGON (((7.915822784148167 47.33662210984109, 7.91818162043886 47.33530836934369, 7.919224951875129 47.33395481852818, 7.931245944510394 47.33303918121181, 7.934557387764636 47.33405434432344, 7.930066526365048 47.34096143451434, 7.934421301055558 47.34942112711127, 7.928161312437949 47.35686565659656, 7.923715813274718 47.35286471962719, 7.921583788165822 47.34267327819278, 7.924169435638313 47.33895101345014, 7.915822784148167 47.33662210984109)))",Starrkirch-Wil,2.0
2585,"MULTIPOLYGON (((7.991849892286673 47.33260126771268, 7.987948739959758 47.33723916977169, 7.984864107887311 47.3385529102691, 7.979783537415049 47.3373187904079, 7.975655573906336 47.33918987535875, 7.97343282432472 47.33409415464154, 7.969304860816006 47.33399462884628, 7.964677912707339 47.33763727295273, 7.961094296034939 47.33668182531825, 7.960459224725906 47.33498988679887, 7.957964301726134 47.33520884354844, 7.95837256185337 47.33323823280232, 7.954516771762813 47.33174534587346, 7.947848523017967 47.33252164707647, 7.947984609727046 47.31713495912959, 7.963679943507429 47.32099655998559, 7.976517456397166 47.32344489454894, 7.977832961251591 47.32599275490755, 7.984591934469155 47.32850080494805, 7.985363092487267 47.32756526247262, 7.991849892286673 47.33260126771268)))",Walterswil (SO),0.0
2586,"MULTIPOLYGON (((7.848777398808839 47.35953294790948, 7.861070564862262 47.3410609603096, 7.871549241461304 47.32989416608166, 7.873318368679324 47.325395600136, 7.871957501588539 47.32362404098041, 7.877763867842554 47.31765249326493, 7.880349515315045 47.31834917383173, 7.887426024187126 47.32002120719207, 7.889285875877865 47.32282783461834, 7.88792500878708 47.32324584295843, 7.888605442332472 47.32704772833728, 7.885702259205464 47.3322628800088, 7.878761837042463 47.33990646108461, 7.88701776405989 47.34333014844148, 7.875268944842782 47.35505428712287, 7.876901985351724 47.35877655186552, 7.872955470788447 47.35821920741207, 7.869417216352407 47.3611253606336, 7.863293314443876 47.35997086140861, 7.848777398808839 47.35953294790948)))",Wangen bei Olten,4.0
2601,"MULTIPOLYGON (((7.543398823636746 47.21995797263973, 7.534190289655769 47.21838546507465, 7.530878846401526 47.21975892104921, 7.525163204620231 47.21916176627766, 7.522033210311426 47.21723096584966, 7.514639165784828 47.21802717221172, 7.516453655239208 47.21241391735917, 7.509331784130769 47.20893051452514, 7.511327722530586 47.19830115959159, 7.513505109875841 47.19633054884549, 7.521171327820595 47.19615140241402, 7.531786091128716 47.20001300327003, 7.535188258855678 47.19766419450194, 7.536367677001024 47.19939594333943, 7.538363615400843 47.19790305641056, 7.544986501909328 47.20204332949329, 7.546755629127349 47.20240162235622, 7.546937078072786 47.20684047282472, 7.549658812254355 47.20751724823248, 7.552335184199566 47.21189638322383, 7.550384608036108 47.21261296894968, 7.549840261199794 47.21639494916949, 7.543398823636746 47.21995797263973)))",Solothurn,20.0
2611,"MULTIPOLYGON (((7.437341915028256 47.38089118357183, 7.436162496882909 47.37810446130461, 7.440199735918904 47.38027412364124, 7.453672320117673 47.37346655924559, 7.458571441644498 47.3711177504775, 7.46814287351635 47.37012249252492, 7.479438070369864 47.37139642270422, 7.487421823969134 47.36968457902579, 7.494452970604855 47.37065993181932, 7.497265429259143 47.37850256448564, 7.494997317441169 47.38144852802528, 7.488737328823559 47.38222482922829, 7.490869353932456 47.38560870626706, 7.478394738933595 47.3905252805528, 7.476807060661013 47.39601910445104, 7.477396769733687 47.40121435096351, 7.471363592297874 47.40037833428334, 7.464513894607592 47.40254799661997, 7.462699405153211 47.40085605810058, 7.459886946498923 47.40107501485014, 7.457119850080995 47.40141340255402, 7.454624927081222 47.40420012482124, 7.449725805554397 47.40362287520875, 7.450859861463385 47.4010949200092, 7.449045372009005 47.39962193823938, 7.442966832336833 47.40201055732557, 7.441333791827891 47.39818876678766, 7.44323900575499 47.39605891476914, 7.443647265882225 47.38897267814678, 7.439065680009917 47.38602671460714, 7.437341915028256 47.38089118357183)))",Bärschwil,0.0
2612,"MULTIPOLYGON (((7.539679120255268 47.36011019752198, 7.541448247473288 47.35573106253062, 7.536866661600979 47.35019742831428, 7.539089411182594 47.34755004216042, 7.552199097490488 47.34532066434664, 7.556508509944639 47.34384768257682, 7.556644596653717 47.34209602858029, 7.561725167125981 47.34147896864968, 7.571931670306865 47.32935672678727, 7.576830791833691 47.33331785343853, 7.583861938469412 47.33700030786308, 7.602460455376804 47.3416780202402, 7.609310153067087 47.34540028498284, 7.637616188555409 47.35391969305693, 7.637253290664533 47.3573035700957, 7.643195743627626 47.35845806932069, 7.643331830336704 47.36411113449135, 7.641789514300482 47.36576326269262, 7.644239075063894 47.36721633930339, 7.643195743627626 47.3754769803098, 7.64106371851873 47.37828360773607, 7.628770552465308 47.37907981409814, 7.62677461406549 47.37786559939599, 7.628271567865354 47.37657176405764, 7.615071157084742 47.36841064884648, 7.612848407503127 47.36677842580426, 7.608675081758054 47.36942581195812, 7.603458424576712 47.36753482184822, 7.591573518650526 47.37161537945379, 7.58313614268766 47.36978410482104, 7.573972970943043 47.3730087405874, 7.570117180852487 47.37153575881759, 7.563630381053079 47.37195376715767, 7.561997340544138 47.36659927937279, 7.56358501881672 47.3647879098991, 7.560318937798836 47.36407132417324, 7.556871407835515 47.36568364205642, 7.554195035890305 47.35931399115991, 7.548978378708964 47.35831873320733, 7.544351430600296 47.36026943879438, 7.539679120255268 47.36011019752198)))",Beinwil (SO),0.0
2613,"MULTIPOLYGON (((7.528882908001709 47.40099539421394, 7.556962132308234 47.39814895646956, 7.569300660598016 47.39456602784028, 7.571115150052395 47.39558119095191, 7.571704859125068 47.40025890332903, 7.578962816942587 47.40151292834928, 7.5830907804513 47.40515557245572, 7.586130050287387 47.40372240100401, 7.587037295014577 47.40507595181951, 7.586991932778217 47.40507595181951, 7.587037295014577 47.40507595181951, 7.584859907669321 47.41136598207981, 7.583635127287614 47.41176408526085, 7.583635127287614 47.4117441801018, 7.583635127287614 47.41176408526085, 7.580777306396967 47.41471004880049, 7.566079941816492 47.41341621346213, 7.543081287982229 47.41403327339273, 7.525934362638342 47.41186361105611, 7.531196382056043 47.40491671054711, 7.528882908001709 47.40099539421394)))",Breitenbach,3.0
2614,"MULTIPOLYGON (((7.578055572215397 47.39116224564246, 7.575923547106501 47.39036603928039, 7.569300660598016 47.39456602784028, 7.556962132308234 47.39814895646956, 7.528882908001709 47.40099539421394, 7.51899394047534 47.3885944801248, 7.51722481325732 47.38851485948859, 7.517406262202758 47.38284188915889, 7.521352776766033 47.38023431332313, 7.541765783127804 47.37947791727917, 7.548887654236244 47.38194615700156, 7.562450962907732 47.38206558795588, 7.569255298361655 47.38491202570025, 7.575923547106501 47.38672339517395, 7.578055572215397 47.39116224564246)))",Büsserach,0.0
2615,"MULTIPOLYGON (((7.570117180852487 47.37153575881759, 7.570661527688801 47.37336703345033, 7.568484140343545 47.37655185889859, 7.57061616545244 47.37969687402874, 7.569255298361655 47.38491202570025, 7.562450962907732 47.38206558795588, 7.548887654236244 47.38194615700156, 7.541765783127804 47.37947791727917, 7.521352776766033 47.38023431332313, 7.521352776766033 47.37718882398823, 7.517723797857274 47.37539735967359, 7.51894857823898 47.37211300843008, 7.52434668436576 47.37161537945379, 7.524664220020276 47.3698040099801, 7.521715674656909 47.36622108135081, 7.523257990693132 47.3642504706047, 7.53233043796503 47.36261824756247, 7.533827391764893 47.35965237886379, 7.539679120255268 47.36011019752198, 7.544351430600296 47.36026943879438, 7.548978378708964 47.35831873320733, 7.554195035890305 47.35931399115991, 7.556871407835515 47.36568364205642, 7.560318937798836 47.36407132417324, 7.56358501881672 47.3647879098991, 7.561997340544138 47.36659927937279, 7.563630381053079 47.37195376715767, 7.570117180852487 47.37153575881759)))",Erschwil,0.0
2616,"MULTIPOLYGON (((7.578055572215397 47.39116224564246, 7.590167289323381 47.39516318261182, 7.586130050287387 47.40370249584495, 7.586130050287387 47.40372240100401, 7.5830907804513 47.40515557245572, 7.578962816942587 47.40151292834928, 7.571704859125068 47.40025890332903, 7.571115150052395 47.39558119095191, 7.569300660598016 47.39456602784028, 7.575923547106501 47.39036603928039, 7.578055572215397 47.39116224564246)))",Fehren,0.0
2617,"MULTIPOLYGON (((7.51894857823898 47.37211300843008, 7.517723797857274 47.37539735967359, 7.521352776766033 47.37718882398823, 7.521352776766033 47.38023431332313, 7.517406262202758 47.38284188915889, 7.51722481325732 47.38851485948859, 7.511327722530586 47.38974897934979, 7.502255275258688 47.384812499905, 7.492366307732318 47.38523050824508, 7.490869353932456 47.38560870626706, 7.488737328823559 47.38222482922829, 7.494997317441169 47.38144852802528, 7.497265429259143 47.37850256448564, 7.494452970604855 47.37065993181932, 7.500712959222465 47.37203338779388, 7.51894857823898 47.37211300843008)))",Grindel,2.0
2618,"MULTIPOLYGON (((7.615796952866494 47.43274412290123, 7.608856530703491 47.43270431258313, 7.602188281958647 47.43125123597235, 7.592072503250479 47.43272421774218, 7.58490526990568 47.42862375497755, 7.581230928760561 47.42878299624996, 7.579325714833463 47.43019626254262, 7.580142235087933 47.43204744233442, 7.577647312088162 47.43244554551545, 7.578463832342632 47.43491378523785, 7.575651373688344 47.4367450598706, 7.56889240047078 47.43690430114301, 7.568257329161747 47.42237353503535, 7.571523410179631 47.41938776117761, 7.578373107869913 47.41761620202202, 7.580777306396967 47.41471004880049, 7.583635127287614 47.41176408526085, 7.583635127287614 47.4117441801018, 7.583635127287614 47.41176408526085, 7.584859907669321 47.41136598207981, 7.587763090796328 47.41156503367034, 7.590348738268819 47.41482947975479, 7.600010894613391 47.41578492738927, 7.617566080084513 47.4262152307323, 7.615796952866494 47.43274412290123)))",Himmelried,0.0
2619,"MULTIPOLYGON (((7.375966809233865 47.41411289402894, 7.413708189884961 47.41092806858068, 7.420784698757042 47.41110721501214, 7.427498309738247 47.41449109205092, 7.438113073046368 47.41273943805438, 7.447503055972782 47.41449109205092, 7.455622896281131 47.42792707441074, 7.448410300699972 47.43774031782318, 7.439519302373512 47.44335357267573, 7.437840899628211 47.44633934653346, 7.42545700910207 47.44329385719857, 7.42092078546612 47.44594124335243, 7.403229513285919 47.4386758602986, 7.403048064340481 47.43549103485034, 7.393930254832223 47.43517255230552, 7.385583603342077 47.43186829590296, 7.382136073378756 47.433042700287, 7.381183466415206 47.43194791653917, 7.383043318105946 47.42997730579305, 7.379641150378983 47.42760859186592, 7.37905144130631 47.42125884612846, 7.375966809233865 47.41411289402894)))",Kleinlützel,0.0
2620,"MULTIPOLYGON (((7.578055572215397 47.39116224564246, 7.575923547106501 47.38672339517395, 7.569255298361655 47.38491202570025, 7.57061616545244 47.37969687402874, 7.568484140343545 47.37655185889859, 7.570661527688801 47.37336703345033, 7.570117180852487 47.37153575881759, 7.573972970943043 47.3730087405874, 7.58313614268766 47.36978410482104, 7.591573518650526 47.37161537945379, 7.603458424576712 47.36753482184822, 7.608675081758054 47.36942581195812, 7.612848407503127 47.36677842580426, 7.615071157084742 47.36841064884648, 7.614708259193866 47.37131680206802, 7.609310153067087 47.37523811840118, 7.605227551794732 47.37476039458394, 7.601643935122333 47.3774077807378, 7.601961470776849 47.37999545141451, 7.597107711486384 47.38767884280843, 7.590167289323381 47.39516318261182, 7.578055572215397 47.39116224564246)))",Meltingen,0.0
2621,"MULTIPOLYGON (((7.614708259193866 47.37131680206802, 7.615071157084742 47.36841064884648, 7.628271567865354 47.37657176405764, 7.62677461406549 47.37786559939599, 7.628770552465308 47.37907981409814, 7.64106371851873 47.37828360773607, 7.641789514300482 47.38047317523175, 7.635620250155592 47.38059260618606, 7.633352138337616 47.3829215097951, 7.633306776101257 47.38534993919939, 7.637253290664533 47.38606652492525, 7.632762429264943 47.41003233642336, 7.623962155411202 47.41371479084791, 7.614844345902944 47.41443137657377, 7.605590449685608 47.41263991225912, 7.600010894613391 47.41578492738927, 7.590348738268819 47.41482947975479, 7.587763090796328 47.41156503367034, 7.584859907669321 47.41136598207981, 7.587037295014577 47.40507595181951, 7.586991932778217 47.40507595181951, 7.587037295014577 47.40507595181951, 7.586130050287387 47.40372240100401, 7.586130050287387 47.40370249584495, 7.591573518650526 47.40382192679927, 7.594295252832095 47.39968165371653, 7.598604665286246 47.40095558389584, 7.605136827322013 47.39767123265232, 7.608765806230773 47.3936105802058, 7.614436085775709 47.38564851658516, 7.613937101175754 47.38206558795588, 7.619516656247972 47.37645233310333, 7.614708259193866 47.37131680206802)))",Nunningen,2.0
2622,"MULTIPOLYGON (((7.590167289323381 47.39516318261182, 7.597107711486384 47.38767884280843, 7.601961470776849 47.37999545141451, 7.601643935122333 47.3774077807378, 7.605227551794732 47.37476039458394, 7.609310153067087 47.37523811840118, 7.614708259193866 47.37131680206802, 7.619516656247972 47.37645233310333, 7.613937101175754 47.38206558795588, 7.614436085775709 47.38564851658516, 7.608765806230773 47.3936105802058, 7.605136827322013 47.39767123265232, 7.598604665286246 47.40095558389584, 7.594295252832095 47.39968165371653, 7.591573518650526 47.40382192679927, 7.586130050287387 47.40370249584495, 7.590167289323381 47.39516318261182)))",Zullwil,0.0
2701,"MULTIPOLYGON (((7.555918800871965 47.54433244454444, 7.564809799198426 47.54568599535995, 7.587264106196374 47.54190401514015, 7.582727882560425 47.53246896974969, 7.583861938469412 47.53091636734367, 7.585721790160151 47.53133437568376, 7.585903239105589 47.52928414430144, 7.589486855777989 47.52793059348593, 7.590076564850662 47.52040644336443, 7.594794237432049 47.51929175445754, 7.613574203284879 47.53913719803198, 7.618201151393547 47.54080923139231, 7.622329114902261 47.53977416312163, 7.622510563847698 47.54242154927549, 7.622873461738575 47.55012484582846, 7.617702166793592 47.55444426534265, 7.617656804557233 47.55864425390254, 7.627364323138163 47.56153050196502, 7.632626342555865 47.56151059680597, 7.634168658592087 47.56555134409344, 7.631356199937799 47.56795986833868, 7.628271567865354 47.56642717109171, 7.625005486847471 47.56993047908479, 7.623553895283966 47.56889541081411, 7.621966217011384 47.5707067802878, 7.620832161102397 47.57341388191882, 7.627046787483647 47.57735510341103, 7.624551864483875 47.5794252399524, 7.619153758357096 47.5768773795938, 7.604910016140216 47.57787263754637, 7.604819291667496 47.58493896900968, 7.589078595650753 47.58989535361354, 7.585721790160151 47.58408304717047, 7.584678458723883 47.57552382877829, 7.566488201943727 47.57767358595586, 7.556916770071874 47.57245843428434, 7.556463147708279 47.57138355569555, 7.559366330835287 47.5693930397904, 7.55732503019911 47.56503380995809, 7.55469402049026 47.5643769397094, 7.564582988016628 47.55723098760987, 7.561271544762386 47.55173716371164, 7.558776621762614 47.55235422364223, 7.555918800871965 47.54433244454444)))",Basel,102.0
2702,"MULTIPOLYGON (((7.681390746642317 47.58099774751747, 7.678669012460748 47.58014182567825, 7.67762568102448 47.57456838114381, 7.6758111915701 47.57379207994079, 7.662928316444004 47.5751456307563, 7.661884985007736 47.5719807104671, 7.65267645102676 47.56178926903269, 7.66424382129843 47.56541200798008, 7.670730621097837 47.56581011116111, 7.672363661606779 47.56545181829818, 7.672454386079497 47.56372006946069, 7.677353507606323 47.56375987977879, 7.675176120261067 47.56543191313913, 7.679122634824343 47.56951247074471, 7.683522771751214 47.57126412474125, 7.683432047278495 47.56841768699687, 7.685926970278267 47.56561105957059, 7.689692035896105 47.5714034608546, 7.683704220696652 47.57391151089511, 7.683885669642089 47.57665842284423, 7.681935093478631 47.57745462920629, 7.681390746642317 47.58099774751747)))",Bettingen,2.0
2703,"MULTIPOLYGON (((7.681390746642317 47.58099774751747, 7.680891762042363 47.58268968603686, 7.672091488188622 47.58523754639546, 7.671773952534106 47.58726787261872, 7.683658858460293 47.59602614260142, 7.690191020496059 47.59757874500745, 7.693819999404818 47.60078347561475, 7.683023787151259 47.59849438232382, 7.675176120261067 47.59198539531395, 7.667328453370875 47.59194558499585, 7.645690666627399 47.59696168507685, 7.641789514300482 47.59419486796867, 7.643241105863986 47.5913484302243, 7.636436770410062 47.58838256152561, 7.624551864483875 47.5794252399524, 7.627046787483647 47.57735510341103, 7.620832161102397 47.57341388191882, 7.621966217011384 47.5707067802878, 7.623553895283966 47.56889541081411, 7.625005486847471 47.56993047908479, 7.628271567865354 47.56642717109171, 7.631356199937799 47.56795986833868, 7.634168658592087 47.56555134409344, 7.632626342555865 47.56151059680597, 7.63398720964665 47.56123192457925, 7.636119234755546 47.56391912105121, 7.648276314099889 47.55993808924089, 7.65267645102676 47.56178926903269, 7.661884985007736 47.5719807104671, 7.662928316444004 47.5751456307563, 7.6758111915701 47.57379207994079, 7.67762568102448 47.57456838114381, 7.678669012460748 47.58014182567825, 7.681390746642317 47.58099774751747)))",Riehen,2.0
2761,"MULTIPOLYGON (((7.567304722198198 47.48509469120691, 7.565535594980178 47.48537336343363, 7.56086328463515 47.47647575733757, 7.559638504253444 47.46723976353763, 7.576377169470096 47.46576678176781, 7.584995994378399 47.46264167179672, 7.597742782795416 47.46069096620966, 7.602868715504039 47.46319901625016, 7.60450175601298 47.47044449414494, 7.608176097158099 47.47522173231732, 7.606225520994641 47.4755601200212, 7.605635811921967 47.47942172087721, 7.608856530703491 47.48340275268752, 7.607404939139988 47.48833923213232, 7.602188281958647 47.48710511227112, 7.602279006431365 47.48553260470604, 7.594068441650298 47.48447763127631, 7.594023079413938 47.48320370109701, 7.586901208305498 47.48340275268752, 7.586130050287387 47.4818103399634, 7.582047449015032 47.48274588243882, 7.576694705124613 47.48075536653366, 7.567304722198198 47.48509469120691)))",Aesch (BL),36.0
2762,"MULTIPOLYGON (((7.555918800871965 47.54433244454444, 7.558776621762614 47.55235422364223, 7.561271544762386 47.55173716371164, 7.564582988016628 47.55723098760987, 7.55469402049026 47.5643769397094, 7.536549125946463 47.55545942845428, 7.527340591965486 47.55279213714137, 7.516771190893725 47.54540732313323, 7.511010186876069 47.54451159097591, 7.509377146367128 47.54584523663237, 7.504160489185786 47.54313813500135, 7.508696712821735 47.54272012666127, 7.510239028857958 47.54094856750567, 7.509104972948971 47.53822156071561, 7.515818583930176 47.53294669356693, 7.519356838366216 47.53471825272253, 7.524437408838478 47.53187181497815, 7.526796245129172 47.53288697808978, 7.530515948510651 47.52976186811868, 7.530969570874245 47.5268358097381, 7.536050141346508 47.52944338557386, 7.539361584600751 47.52789078316783, 7.546891715836427 47.53145380663806, 7.547708236090898 47.53402157215572, 7.552017648545049 47.5419637306173, 7.555918800871965 47.54433244454444)))",Allschwil,10.0
2763,"MULTIPOLYGON (((7.607450301376347 47.48939420556205, 7.614935070375664 47.48925486944869, 7.627228236429085 47.4848956396164, 7.640972994046011 47.48274588243882, 7.644420524009332 47.4856321305013, 7.647278344899981 47.48481601898019, 7.655942532044643 47.48740368965689, 7.650544425917864 47.48825961149611, 7.655398185208329 47.49021031708317, 7.648684574227125 47.4918425401254, 7.650680512626942 47.49456954691546, 7.647278344899981 47.49928706961069, 7.638704882228037 47.50360648912489, 7.631492286646878 47.50394487682877, 7.629768521665217 47.50583586693867, 7.611941162775937 47.50961784715847, 7.607631750321785 47.50416383357833, 7.606452332176438 47.49454964175641, 7.606679143358236 47.49220083298832, 7.60813073492174 47.49190225560255, 7.607450301376347 47.48939420556205)))",Arlesheim,10.0
2764,"MULTIPOLYGON (((7.536503763710103 47.50505956573566, 7.535732605691992 47.51399698214982, 7.523756975293086 47.51533062780628, 7.519084664948059 47.51481309367094, 7.517496986675477 47.51728133339333, 7.514911339202985 47.51738085918859, 7.502300637495047 47.51491261946619, 7.499760352258916 47.52058558979589, 7.497900500568177 47.52126236520365, 7.499079918713523 47.51628607544075, 7.509377146367128 47.50888135627356, 7.510465840039755 47.50263113633136, 7.511690620421462 47.50271075696757, 7.512234967257776 47.49892877674777, 7.519084664948059 47.4969382608426, 7.531831453365076 47.4973960795008, 7.53323768269222 47.50344724785248, 7.536503763710103 47.50505956573566)))",Biel-Benken,4.0
2765,"MULTIPOLYGON (((7.555918800871965 47.54433244454444, 7.552017648545049 47.5419637306173, 7.547708236090898 47.53402157215572, 7.554240398126664 47.52914480818808, 7.55909415741713 47.52771163673636, 7.563358207634922 47.52934385977859, 7.580278321797012 47.52916471334713, 7.580323684033372 47.52755239546395, 7.58318150492402 47.5275324903049, 7.583861938469412 47.53091636734367, 7.582727882560425 47.53246896974969, 7.587264106196374 47.54190401514015, 7.564809799198426 47.54568599535995, 7.555918800871965 47.54433244454444)))",Binningen,8.0
