,geometry,GemeindeLabel,AnzahlLadestation
1369,"MULTIPOLYGON (((8.707756706512161 46.91716069314693, 8.717645674038529 46.91849433880338, 8.728895508655683 46.92775023776237, 8.715468286693273 46.93240804498045, 8.715649735638712 46.94695871624716, 8.713835246184331 46.95235301435014, 8.689838623150161 46.95717006284062, 8.683941532423427 46.95754826086261, 8.680448640223746 46.95595584813848, 8.674596911733373 46.9574288299083, 8.660897516352806 46.95740892474925, 8.651416808953673 46.96228568871688, 8.64284334628173 46.9556174604346, 8.639713351972924 46.95030278296782, 8.636537995427759 46.94984496430964, 8.669425616788391 46.94407246818468, 8.692968617458966 46.94697862140621, 8.696915132022241 46.94218147807478, 8.696552234131365 46.94029048796488, 8.699818315149249 46.93479666406664, 8.700317299749203 46.93264690688907, 8.696552234131365 46.92880521119211, 8.698548172531183 46.9242867400874, 8.707756706512161 46.91716069314693)))",Riemenstalden,0.0
1370,"MULTIPOLYGON (((8.687071526732232 47.13629658914589, 8.687479786859468 47.13446531451314, 8.684349792550663 47.13309185853858, 8.686028195295965 47.13124067874679, 8.683986894659787 47.13076295492954, 8.684758052677898 47.12986722277223, 8.681809507314531 47.12507007944079, 8.678271252878492 47.1245326401464, 8.676774299078629 47.12309946869468, 8.677726906042178 47.12232316749167, 8.670741121642816 47.11913834204342, 8.671829815315444 47.11567484436844, 8.659808822680178 47.11467958641586, 8.65976346044382 47.11091751135511, 8.649330146081136 47.10343317155171, 8.655499410226026 47.09987014808148, 8.656270568244139 47.08709103597036, 8.664526495261565 47.08334886606866, 8.669697790206548 47.07797447312473, 8.668881269952077 47.07295837304373, 8.665660551170554 47.06983326307263, 8.669153443370234 47.06726549755497, 8.671058657297332 47.06328446574466, 8.670786483879175 47.05922381329813, 8.674052564897059 47.05655652198521, 8.680131104569231 47.05562097950979, 8.686980802259512 47.05910438234382, 8.68639109318684 47.06027878672786, 8.688659205004814 47.06151290658907, 8.689339638550207 47.06402095662956, 8.694011948895234 47.06738492850928, 8.693150066404405 47.07323704527045, 8.697595565567635 47.08060195411954, 8.695599627167816 47.09035548205482, 8.707030910730408 47.09129102453024, 8.705080334566951 47.09244552375524, 8.701904978021787 47.10012891514915, 8.70326584511257 47.10699619502195, 8.712111481202671 47.11665019716197, 8.71034235398465 47.11818289440894, 8.708573226766632 47.12946911959119, 8.703401931821649 47.13404730617306, 8.699546141731092 47.1352217105571, 8.695781076113255 47.13420654744547, 8.693013979695326 47.13667478716787, 8.687071526732232 47.13629658914589)))",Rothenthurm,1.0
1371,"MULTIPOLYGON (((8.639804076445643 47.06045793315933, 8.653004487226255 47.06640957571575, 8.655862308116902 47.06414038758388, 8.665751275643272 47.06292617288172, 8.667112142734057 47.06374228440284, 8.666250260243226 47.06577261062611, 8.668291560879403 47.06469773203732, 8.670786483879175 47.05922381329813, 8.671058657297332 47.06328446574466, 8.669153443370234 47.06726549755497, 8.665660551170554 47.06983326307263, 8.668881269952077 47.07295837304373, 8.669697790206548 47.07797447312473, 8.664526495261565 47.08334886606866, 8.656270568244139 47.08709103597036, 8.655499410226026 47.09987014808148, 8.649330146081136 47.10343317155171, 8.645474355990579 47.09963128617286, 8.644930009154265 47.09584930595306, 8.641346392481866 47.09437632418324, 8.634632781500661 47.09334125591256, 8.611770214375477 47.09497347895478, 8.608685582303032 47.09445594481944, 8.607460801921325 47.09198770509705, 8.59993067068565 47.09053462848628, 8.595485171522419 47.09129102453024, 8.587319968977711 47.08567776967769, 8.592627350631773 47.07596405206052, 8.598252267940349 47.07484936315363, 8.600475017521964 47.07007212498124, 8.602743129339938 47.07218207184071, 8.60609993483054 47.06907686702867, 8.608277322175796 47.06953468568685, 8.613040356993544 47.06680767889679, 8.623609758065305 47.06537450744507, 8.631321338246417 47.06632995507955, 8.631502787191856 47.06354323281233, 8.635403939518772 47.06404086178861, 8.639804076445643 47.06045793315933)))",Sattel,8.0
1372,"MULTIPOLYGON (((8.667293591679494 46.98519652678527, 8.671920539788163 46.98961547209472, 8.671421555188207 46.99104864354643, 8.674007202660698 46.99073016100161, 8.677908354987615 46.99602493330933, 8.685483848459651 46.9957064507645, 8.69442020902247 46.99791592341923, 8.693376877586202 46.9987917504175, 8.698185274640307 47.00237467904679, 8.709843369384696 47.00283249770497, 8.708573226766632 47.00472348781488, 8.712020756729952 47.0062760902209, 8.744726929145145 47.00420595367953, 8.751984886962664 47.01085427680277, 8.757382993089443 47.00780878746787, 8.76668225154314 47.00547988385884, 8.767135873906733 47.00333012668126, 8.776435132360429 46.99805525953259, 8.778884693123842 46.99982681868818, 8.774121658306095 47.00597751283512, 8.767816307452126 47.00727134817348, 8.763642981707052 47.01334242168421, 8.732932747691677 47.03850254272542, 8.725311891983283 47.02988360885609, 8.728033626164853 47.02518599131991, 8.71669306707498 47.02297651866518, 8.705533956930545 47.02311585477855, 8.704127727603401 47.02699736079361, 8.702267875912662 47.02795280842808, 8.694238760077031 47.02854996319963, 8.694692382440627 47.03424283868839, 8.689702536441082 47.03903998201982, 8.69074586787735 47.04144850626506, 8.693694413240717 47.04220490230902, 8.695100642567862 47.04521058132581, 8.693694413240717 47.04714138175382, 8.694510933495188 47.04899256154561, 8.68906746513205 47.0513015599956, 8.692741806277169 47.05311292946929, 8.689339638550207 47.05412809258092, 8.686980802259512 47.05910438234382, 8.680131104569231 47.05562097950979, 8.674052564897059 47.05655652198521, 8.670786483879175 47.05922381329813, 8.668291560879403 47.06469773203732, 8.666250260243226 47.06577261062611, 8.667112142734057 47.06374228440284, 8.665751275643272 47.06292617288172, 8.655862308116902 47.06414038758388, 8.653004487226255 47.06640957571575, 8.639804076445643 47.06045793315933, 8.634269883609786 47.05510344537445, 8.634179159137066 47.05281435208352, 8.629189313137521 47.04974895758957, 8.628826415246646 47.04620583927839, 8.626467578955953 47.04413570273702, 8.6276469971013 47.04312053962539, 8.624335553847057 47.04230442810428, 8.620751937174656 47.0381840601806, 8.61585281564783 47.03722861254612, 8.616397162484144 47.03603430300303, 8.606508194957776 47.02685802468024, 8.608005148757639 47.02472817266172, 8.603242113939892 47.02178220912209, 8.605056603394273 47.01863719399194, 8.607551526394044 47.01841823724237, 8.611724852139117 47.02104571823718, 8.618257014174885 47.01700497094971, 8.622294253210878 47.01642772133721, 8.620751937174656 47.01461635186352, 8.622022079792723 47.01330261136611, 8.619028172192996 47.01234716373163, 8.619118896665714 47.01115285418854, 8.628917139719364 47.01208839666396, 8.630232644573791 47.00864480414804, 8.63209249626453 47.00920214860148, 8.636810168845916 47.00514149615496, 8.638261760409421 47.00603722831228, 8.641981463790898 47.00209600682007, 8.637082342264073 46.99932918971189, 8.634950317155177 46.99670170871708, 8.636175097536883 46.99550739917399, 8.637309153445871 46.99512920115201, 8.636311184245962 46.99389508129081, 8.640620596700114 46.99463157217572, 8.640393785518317 46.99198418602186, 8.64352377982712 46.99200409118091, 8.644657835736108 46.98575387123871, 8.667293591679494 46.98519652678527)))",Schwyz,45.0
1373,"MULTIPOLYGON (((8.639804076445643 47.06045793315933, 8.635403939518772 47.06404086178861, 8.631502787191856 47.06354323281233, 8.631321338246417 47.06632995507955, 8.623609758065305 47.06537450744507, 8.613040356993544 47.06680767889679, 8.608277322175796 47.06953468568685, 8.60609993483054 47.06907686702867, 8.602743129339938 47.07218207184071, 8.600475017521964 47.07007212498124, 8.598252267940349 47.07484936315363, 8.592627350631773 47.07596405206052, 8.592037641559099 47.07303799367993, 8.594260391140715 47.0695545908459, 8.596483140722329 47.05932333909339, 8.594940824686105 47.05830817598176, 8.597163574267721 47.05593946205462, 8.590948947886471 47.05510344537445, 8.593806768777119 47.05140108579086, 8.583237367705358 47.04911199249992, 8.58033418457835 47.04602669284692, 8.606508194957776 47.02685802468024, 8.616397162484144 47.03603430300303, 8.61585281564783 47.03722861254612, 8.620751937174656 47.0381840601806, 8.624335553847057 47.04230442810428, 8.6276469971013 47.04312053962539, 8.626467578955953 47.04413570273702, 8.628826415246646 47.04620583927839, 8.629189313137521 47.04974895758957, 8.634179159137066 47.05281435208352, 8.634269883609786 47.05510344537445, 8.639804076445643 47.06045793315933)))",Steinen,3.0
1374,"MULTIPOLYGON (((8.587319968977711 47.08567776967769, 8.577612450396781 47.0844834601346, 8.569537972324792 47.08121901405013, 8.563323345943541 47.08177635850358, 8.564412039616169 47.07267970081701, 8.568993625488478 47.06903705671056, 8.57130709954281 47.05818874502745, 8.576932016851389 47.05255558501585, 8.57675056790595 47.04682289920899, 8.580107373396553 47.04588735673357, 8.58033418457835 47.04602669284692, 8.583237367705358 47.04911199249992, 8.593806768777119 47.05140108579086, 8.590948947886471 47.05510344537445, 8.597163574267721 47.05593946205462, 8.594940824686105 47.05830817598176, 8.596483140722329 47.05932333909339, 8.594260391140715 47.0695545908459, 8.592037641559099 47.07303799367993, 8.592627350631773 47.07596405206052, 8.587319968977711 47.08567776967769)))",Steinerberg,1.0
1375,"MULTIPOLYGON (((8.886075657641319 47.070748900389, 8.882038418605324 47.07244083890838, 8.875596981042277 47.07172425318253, 8.869881339260981 47.06911667734677, 8.854004556535159 47.07049013332133, 8.848107465808425 47.07500860442604, 8.833682274646108 47.07879058464584, 8.817125058374893 47.07994508387084, 8.806782468484929 47.07594414690146, 8.801656535776306 47.07707874096741, 8.795305822685979 47.07644177587775, 8.792266552849892 47.0745308806088, 8.786641635541315 47.07658111199112, 8.774076296069737 47.07697921517215, 8.773169051342546 47.07900954139541, 8.766909062724936 47.07998489418894, 8.761420232125438 47.06959440116401, 8.768496740997518 47.06746454914549, 8.7700844192701 47.06350342249422, 8.778431070760247 47.05713377159771, 8.780427009160064 47.05154042190421, 8.788592211704774 47.05440676480764, 8.792674812977127 47.0524958695387, 8.79947914843105 47.05283425724257, 8.797846107922108 47.04383712535125, 8.795532633867776 47.04045324831248, 8.796621327540404 47.03784567247672, 8.801112188939992 47.0363328803888, 8.799569872903771 47.03342672716727, 8.800341030921881 47.02833100645006, 8.79879871488566 47.02644001634016, 8.800976102230914 47.02186182975829, 8.792629450740769 47.0168855399954, 8.790270614450074 47.01169029348294, 8.795940893995011 47.006315900539, 8.8075989887394 47.01133200062, 8.806238121648615 47.01354147327473, 8.817986940865723 47.01989121901219, 8.821933455428999 47.02572343061431, 8.82274997568347 47.03217270214702, 8.843843415590634 47.03511866568665, 8.8396247276092 47.02970446242462, 8.840985594699985 47.01680591935919, 8.837039080136709 47.01119266450664, 8.838263860518415 47.006315900539, 8.842936170863442 47.00611684894849, 8.850738475517275 47.00271306675067, 8.857089188607604 47.00336993699937, 8.861443963298115 47.00860499382993, 8.863213090516137 47.01374052486525, 8.867386416261208 47.01772155667557, 8.867613227443007 47.02018979639796, 8.871151481879046 47.02279737223372, 8.872058726606237 47.0269575504755, 8.873056695806145 47.03133668546685, 8.882174505314403 47.03764662088621, 8.880496102569102 47.04425513369134, 8.887527249204823 47.05106269808698, 8.886801453423072 47.05281435208352, 8.888978840768328 47.05926362361623, 8.884805515023253 47.06031859704597, 8.883217836750671 47.06330437090371, 8.878681613114722 47.06485697330973, 8.885259137386848 47.06784274716747, 8.886075657641319 47.070748900389)))",Unteriberg,1.0
1401,"MULTIPOLYGON (((8.277677343587825 46.92189812100121, 8.288292106895948 46.93388102675026, 8.298634696785911 46.94622222536225, 8.309929893639424 46.95221367823678, 8.306164828021586 46.95571698622986, 8.309022648912235 46.96359942921429, 8.310973225075692 46.96897382215822, 8.306890623803339 46.97414916351163, 8.307162797221496 46.97592072266723, 8.301356430967481 46.97765247150471, 8.281850669332901 46.97580129171291, 8.272506048642844 46.97860791913919, 8.262480994407397 46.9781102901629, 8.260847953898455 46.98035957313573, 8.254270429626329 46.98012071122711, 8.244109288681804 46.97430840478405, 8.228867577265014 46.97315390555905, 8.228912939501374 46.9700088904289, 8.227053087810635 46.96923258922589, 8.203011102540104 46.96692359077591, 8.187361130996081 46.97174063926639, 8.181917662632941 46.96853590865909, 8.17665564321524 46.96843638286383, 8.162275814289281 46.96347999825998, 8.150028010472219 46.9574288299083, 8.1535209026719 46.9499444901049, 8.164861461761772 46.93959380739807, 8.156877708162501 46.93340330293303, 8.165224359652647 46.93109430448304, 8.164816099525414 46.92790947903479, 8.169125511979564 46.92307252538525, 8.182779545123772 46.92548104963049, 8.194619088813599 46.92528199803998, 8.200969801903927 46.92850663380634, 8.212083549812002 46.92896445246452, 8.216982671338828 46.93071610646106, 8.227234536756072 46.92902416794168, 8.229185112919531 46.92454550715507, 8.234946116937186 46.92311233570335, 8.233131627482805 46.92104219916199, 8.241931901336548 46.91980807930079, 8.24519798235443 46.92074362177622, 8.254179705153611 46.92792938419384, 8.27559068071529 46.92138058686587, 8.277677343587825 46.92189812100121)))",Alpnach,1.0
1402,"MULTIPOLYGON (((8.506892723912333 46.84548221540215, 8.503218382767216 46.8473134900349, 8.497865638876796 46.85372295124951, 8.490199420932042 46.8530262706827, 8.480038279987514 46.85724616440164, 8.475547418587926 46.85465849372493, 8.470829746006538 46.85485754531545, 8.439121542791256 46.853523899659, 8.430003733282998 46.85021964325643, 8.420205490229346 46.85199120241202, 8.418708536429484 46.85316560679607, 8.420432301411145 46.85583289810898, 8.418799260902203 46.86275989345893, 8.414807384102568 46.86580538279382, 8.412811445702751 46.8698461300813, 8.406007110248826 46.86542718477185, 8.398703790194949 46.86473050420504, 8.391763368031945 46.85850018942189, 8.387363231105075 46.85724616440164, 8.38427859903263 46.85441963181631, 8.381330053669263 46.85658929415294, 8.374797891633497 46.84791064480645, 8.375070065051654 46.8580025604456, 8.378381508305896 46.86256084186842, 8.384686859159865 46.86598452922529, 8.380241359996635 46.87036366421664, 8.382010487214655 46.87199588725887, 8.380105273287556 46.87402621348213, 8.373391662306352 46.87450393729937, 8.370170943524828 46.87175702535025, 8.369354423270357 46.86761675226752, 8.364137766089016 46.8673380800408, 8.361461394143806 46.86222245416454, 8.363910954907219 46.85947554221542, 8.37080601483386 46.85951535253352, 8.370760652597502 46.85183196113961, 8.368311091834089 46.84976182459825, 8.371577172851973 46.83781872916729, 8.37085137707022 46.83475333467334, 8.376793830033314 46.82716946907469, 8.377564988051425 46.82348701465014, 8.373845284669947 46.81622163159631, 8.377791799233222 46.81628134707347, 8.387816853468671 46.81255908233082, 8.388678735959502 46.80935435172351, 8.384822945868944 46.80368138139381, 8.389086996086736 46.80210887382874, 8.396526402849693 46.79546055070551, 8.401652335558316 46.79557998165981, 8.408003048648645 46.79078283832838, 8.419525056683955 46.78907099464995, 8.419661143393032 46.78650322913229, 8.423063311119995 46.78373641202412, 8.426374754374237 46.77714780437804, 8.426420116610597 46.77444070274702, 8.416576511320589 46.77840182939829, 8.395210897995268 46.77151464436644, 8.396390316140614 46.76550328633286, 8.407504064048689 46.76954403362033, 8.41462593515713 46.77432127179272, 8.421067372720177 46.77278857454574, 8.422655050992759 46.77043976577765, 8.436127635191529 46.77248999715997, 8.442160812627341 46.76988242132421, 8.446606311790571 46.77026061934619, 8.446107327190617 46.76641892364923, 8.44837543900859 46.76516489862898, 8.448330076772232 46.76341324463245, 8.460351069407496 46.7691061201212, 8.475774229769723 46.76789190541905, 8.491424201313748 46.77252980747807, 8.488294207004943 46.78146722389224, 8.478541326187653 46.78927004624046, 8.481943493914613 46.79388804314043, 8.481126973660142 46.79842641940419, 8.471328730606494 46.79552026618266, 8.464705844098008 46.7985060400404, 8.465794537770636 46.79870509163091, 8.464252221734412 46.80053636626366, 8.472326699806402 46.79938186703867, 8.481988856150974 46.80326337305373, 8.48321363653268 46.80875719695197, 8.478133066060417 46.81371358155581, 8.483667258896276 46.81986427570276, 8.483395085478119 46.82701022780228, 8.486298268605125 46.83202632788328, 8.488974640550335 46.83564906683067, 8.504352438676204 46.84118270104701, 8.506892723912333 46.84548221540215)))",Engelberg,9.0
1403,"MULTIPOLYGON (((8.090059134004971 46.78763782319823, 8.091420001095756 46.79024539903399, 8.101127519676687 46.79641599833998, 8.120814730256706 46.79561979197792, 8.136872961927967 46.79896385869858, 8.144493817636361 46.81076761801618, 8.153294091490102 46.81685859668596, 8.158737559853241 46.81870977647776, 8.170078118943113 46.81946617252172, 8.17130289932482 46.81783394947949, 8.181282591323908 46.81960550863509, 8.199518210340424 46.81062828190282, 8.215258906357167 46.81377329703297, 8.215757890957121 46.81715717407174, 8.210223698121263 46.82332777337773, 8.20881746879412 46.82756757225572, 8.204235882921811 46.82967751911519, 8.202058495576555 46.8341959902199, 8.193076772777376 46.83907275418754, 8.18645388626889 46.84627842176422, 8.192124165813826 46.85449925245252, 8.183550703141883 46.85836085330853, 8.172799853124683 46.86658168399683, 8.160824222725777 46.86877125149251, 8.154473509635448 46.8742849805498, 8.143269037254655 46.87731056472565, 8.133153258546489 46.88688494622946, 8.130068626474042 46.88654655852558, 8.125487040601733 46.88170960487604, 8.120361107893112 46.87967927865279, 8.113738221384626 46.87975889928899, 8.107977217366971 46.87440441150411, 8.096772744986175 46.87187645630456, 8.086339430623493 46.87655416868169, 8.080442339896759 46.87432479086791, 8.077040172169799 46.87701198733987, 8.070508010134031 46.87756933179332, 8.071596703806659 46.87372763609636, 8.069147143043246 46.87121958605586, 8.06969148987956 46.86879115665156, 8.065971786498082 46.86697978717787, 8.067287291352507 46.86242150575505, 8.065699613079925 46.85959497316973, 8.057534410535217 46.85748502631026, 8.05894063986236 46.85342437386374, 8.055992094498993 46.84930400594006, 8.045558780136311 46.84398932847328, 8.042201974645709 46.83648508351083, 8.047736167481567 46.83162822470224, 8.047101096172533 46.82896093338933, 8.064474832698219 46.80806051638516, 8.063885123625546 46.802984700827, 8.060981940498538 46.80280555439554, 8.054903400826365 46.79864537615376, 8.056853976989824 46.79548045586456, 8.056082818971714 46.792952500665, 8.046965009463456 46.78712028906289, 8.055084849771804 46.78843402956029, 8.059847884589551 46.78638379817798, 8.069011056334167 46.78865298630986, 8.075770029551732 46.786005600156, 8.090059134004971 46.78763782319823)))",Giswil,3.0
1404,"MULTIPOLYGON (((8.315872346602518 46.77010137807378, 8.332928547473687 46.7803326298263, 8.359919078107584 46.78296011082111, 8.368946163143121 46.78791649542495, 8.36917297432492 46.78915061528615, 8.36196037874376 46.79319136257362, 8.354566334217164 46.79492311141111, 8.344359831036279 46.79997902181022, 8.343271137363651 46.80453730323303, 8.339233898327656 46.80539322507225, 8.331114058019306 46.81287756487565, 8.3263056609652 46.81488798593985, 8.321996248511049 46.82064057690577, 8.325625227419808 46.82402445394454, 8.332202751691934 46.82593534921349, 8.335196659291661 46.82842349409494, 8.335922455073412 46.83310120647207, 8.332248113928294 46.83365855092551, 8.332565649582811 46.83783863432634, 8.329163481855849 46.84217795899959, 8.327893339237782 46.84687557653577, 8.330705797892071 46.85153338375383, 8.330841884601149 46.85666891478915, 8.334561587982629 46.86124710137101, 8.334244052328112 46.86725845940459, 8.329662466455803 46.87141863764637, 8.328392323837736 46.87796743497434, 8.333064634182765 46.88194846678466, 8.333200720891844 46.8861683605036, 8.337691582291432 46.89001005620056, 8.338553464782263 46.89703657734577, 8.336285352964289 46.9030280302203, 8.337192597691478 46.90625266598666, 8.341093750018395 46.90870100055, 8.343497948545448 46.91489150501505, 8.341774183563787 46.91747917569175, 8.338372015836825 46.91837490784908, 8.341229836727473 46.92619763535635, 8.338145204655028 46.92932274532745, 8.323039579947316 46.92536161867618, 8.309657720221267 46.92430664524645, 8.300086288349416 46.93023838264382, 8.288292106895948 46.93388102675026, 8.277677343587825 46.92189812100121, 8.270374023533948 46.91292089426894, 8.26479446846173 46.91081094740947, 8.265883162134358 46.90893986245862, 8.269330692097681 46.9086213799138, 8.257990133007807 46.89761382695826, 8.260847953898455 46.89594179359793, 8.263932585970901 46.89759392179921, 8.259895346934906 46.89162237408374, 8.261528387443848 46.89154275344753, 8.262526356643757 46.88907451372513, 8.261936647571083 46.88622807598076, 8.268468809606849 46.88586978311783, 8.273594742315472 46.88336173307733, 8.272097788515609 46.8761759706597, 8.274229813624505 46.8741655495955, 8.272279237461047 46.87161768923689, 8.272279237461047 46.86608405502055, 8.277631981351467 46.86230207480074, 8.284300230096312 46.86092861882619, 8.28806529571415 46.85662910447104, 8.291830361331987 46.85555422588226, 8.296729482858812 46.85137414248143, 8.297092380749689 46.84834855830558, 8.289925147404889 46.83807749623496, 8.286613704150646 46.83572868746687, 8.284889939168986 46.83152869890699, 8.285797183896175 46.82503961705617, 8.283483709841841 46.82294957535575, 8.28275791406009 46.81371358155581, 8.279265021860409 46.80618943143431, 8.270056487879431 46.80515436316363, 8.268151273952334 46.80155152937529, 8.262707805589194 46.7998197805378, 8.261029402843892 46.79637618802188, 8.257218974989696 46.79368899154991, 8.253453909371858 46.79416671536715, 8.253000287008263 46.78696104779048, 8.250958986372087 46.78530891958919, 8.239210167154978 46.78112883618836, 8.233358438664604 46.78118855166552, 8.232405831701055 46.77969566473664, 8.238484371373225 46.77340563447634, 8.239074080445899 46.76960374909749, 8.259396362334952 46.76381134781347, 8.268695620788648 46.75429668178681, 8.275499956242571 46.75509288814888, 8.283483709841841 46.75316208772087, 8.295867600367982 46.75953173861738, 8.298226436658677 46.7622388402484, 8.302082226749233 46.76203978865789, 8.315872346602518 46.77010137807378)))",Kerns,2.0
1405,"MULTIPOLYGON (((8.102352300058394 46.77380373765737, 8.113511410202829 46.77340563447634, 8.121812699456616 46.7703800503005, 8.1463536693271 46.75527203458034, 8.163137696780112 46.76130329777298, 8.167946093834217 46.76534404506044, 8.172119419579291 46.7641298303583, 8.189810691759492 46.77032033482335, 8.1962974915589 46.76793171573716, 8.208000948539649 46.76946441298413, 8.221972517338372 46.76106443586436, 8.233539887610043 46.76172130611306, 8.239074080445899 46.76960374909749, 8.238484371373225 46.77340563447634, 8.232405831701055 46.77969566473664, 8.233358438664604 46.78118855166552, 8.225782945192568 46.78497053188531, 8.220929185902103 46.79072312285123, 8.218661074084128 46.78938947719477, 8.2087267443214 46.78950890814908, 8.209633989048591 46.79384823282233, 8.212990794539191 46.79812784201842, 8.212763983357394 46.80262640796408, 8.216710497920671 46.80903586917869, 8.215258906357167 46.81377329703297, 8.199518210340424 46.81062828190282, 8.181282591323908 46.81960550863509, 8.17130289932482 46.81783394947949, 8.170078118943113 46.81946617252172, 8.158737559853241 46.81870977647776, 8.153294091490102 46.81685859668596, 8.144493817636361 46.81076761801618, 8.136872961927967 46.79896385869858, 8.120814730256706 46.79561979197792, 8.101127519676687 46.79641599833998, 8.091420001095756 46.79024539903399, 8.090059134004971 46.78763782319823, 8.09110246544124 46.78401508425084, 8.099585203640466 46.77826249328493, 8.102352300058394 46.77380373765737)))",Lungern,1.0
1406,"MULTIPOLYGON (((8.215258906357167 46.81377329703297, 8.216710497920671 46.80903586917869, 8.212763983357394 46.80262640796408, 8.212990794539191 46.79812784201842, 8.209633989048591 46.79384823282233, 8.2087267443214 46.78950890814908, 8.218661074084128 46.78938947719477, 8.220929185902103 46.79072312285123, 8.225782945192568 46.78497053188531, 8.233358438664604 46.78118855166552, 8.239210167154978 46.78112883618836, 8.250958986372087 46.78530891958919, 8.253000287008263 46.78696104779048, 8.253453909371858 46.79416671536715, 8.257218974989696 46.79368899154991, 8.261029402843892 46.79637618802188, 8.262707805589194 46.7998197805378, 8.268151273952334 46.80155152937529, 8.270056487879431 46.80515436316363, 8.279265021860409 46.80618943143431, 8.28275791406009 46.81371358155581, 8.283483709841841 46.82294957535575, 8.285797183896175 46.82503961705617, 8.284889939168986 46.83152869890699, 8.286613704150646 46.83572868746687, 8.289925147404889 46.83807749623496, 8.297092380749689 46.84834855830558, 8.296729482858812 46.85137414248143, 8.291830361331987 46.85555422588226, 8.28806529571415 46.85662910447104, 8.284300230096312 46.86092861882619, 8.277631981351467 46.86230207480074, 8.272279237461047 46.86608405502055, 8.272279237461047 46.87161768923689, 8.274229813624505 46.8741655495955, 8.272097788515609 46.8761759706597, 8.273594742315472 46.88336173307733, 8.268468809606849 46.88586978311783, 8.261936647571083 46.88622807598076, 8.262526356643757 46.88907451372513, 8.255404485535315 46.88742238552386, 8.247103196281529 46.88143093264932, 8.241841176863829 46.88029633858338, 8.2354904637735 46.88141102749027, 8.233630612082761 46.87593710875109, 8.204870954230843 46.86078928271282, 8.201196613085724 46.8542205802258, 8.192124165813826 46.85449925245252, 8.18645388626889 46.84627842176422, 8.193076772777376 46.83907275418754, 8.202058495576555 46.8341959902199, 8.204235882921811 46.82967751911519, 8.20881746879412 46.82756757225572, 8.210223698121263 46.82332777337773, 8.215757890957121 46.81715717407174, 8.215258906357167 46.81377329703297)))",Sachseln,3.0
1407,"MULTIPOLYGON (((8.277677343587825 46.92189812100121, 8.27559068071529 46.92138058686587, 8.254179705153611 46.92792938419384, 8.24519798235443 46.92074362177622, 8.241931901336548 46.91980807930079, 8.233131627482805 46.92104219916199, 8.234946116937186 46.92311233570335, 8.229185112919531 46.92454550715507, 8.227234536756072 46.92902416794168, 8.216982671338828 46.93071610646106, 8.212083549812002 46.92896445246452, 8.200969801903927 46.92850663380634, 8.194619088813599 46.92528199803998, 8.182779545123772 46.92548104963049, 8.169125511979564 46.92307252538525, 8.164816099525414 46.92790947903479, 8.165224359652647 46.93109430448304, 8.156877708162501 46.93340330293303, 8.143586572909172 46.92723270362703, 8.1391864359823 46.92333129245292, 8.134650212346351 46.92225641386413, 8.122674581947447 46.90967635334353, 8.111288660621213 46.89273706299063, 8.107614319476095 46.8948868201682, 8.106434901330747 46.89844984363843, 8.108566926439643 46.90828299220992, 8.100719259549452 46.90907919857198, 8.094776806586358 46.91198535179352, 8.085840446023539 46.90607351955519, 8.086112619441696 46.9042621500815, 8.082619727242015 46.89916642936429, 8.069827576588638 46.89572283684836, 8.06969148987956 46.89076645224452, 8.06701511793435 46.88782048870488, 8.069373954225044 46.88202808742087, 8.071006994733985 46.88155036360364, 8.070508010134031 46.87756933179332, 8.077040172169799 46.87701198733987, 8.080442339896759 46.87432479086791, 8.086339430623493 46.87655416868169, 8.096772744986175 46.87187645630456, 8.107977217366971 46.87440441150411, 8.113738221384626 46.87975889928899, 8.120361107893112 46.87967927865279, 8.125487040601733 46.88170960487604, 8.130068626474042 46.88654655852558, 8.133153258546489 46.88688494622946, 8.143269037254655 46.87731056472565, 8.154473509635448 46.8742849805498, 8.160824222725777 46.86877125149251, 8.172799853124683 46.86658168399683, 8.183550703141883 46.85836085330853, 8.192124165813826 46.85449925245252, 8.201196613085724 46.8542205802258, 8.204870954230843 46.86078928271282, 8.233630612082761 46.87593710875109, 8.2354904637735 46.88141102749027, 8.241841176863829 46.88029633858338, 8.247103196281529 46.88143093264932, 8.255404485535315 46.88742238552386, 8.262526356643757 46.88907451372513, 8.261528387443848 46.89154275344753, 8.259895346934906 46.89162237408374, 8.263932585970901 46.89759392179921, 8.260847953898455 46.89594179359793, 8.257990133007807 46.89761382695826, 8.269330692097681 46.9086213799138, 8.265883162134358 46.90893986245862, 8.26479446846173 46.91081094740947, 8.270374023533948 46.91292089426894, 8.277677343587825 46.92189812100121)))",Sarnen,13.0
